,Age,Gender_ذكر,Home Region,Program Main Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,College_تكنولوجيا الاتصالات والمعلومات,Employment Status,Job Type,Y,Degree_Score_Pct
651,23.0,0,المنطقة الشرقية,APMR,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,Artificial Intelligence,1,خريج,مفقود,0,96.6
652,25.0,0,المنطقة الشرقية,PCRF,مفقود,مبتدئ,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,74.0
653,21.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,تقنية معلومات,1,طالب,مفقود,0,82.2
654,27.0,1,منطقة المدينة المنورة,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,68.39999999999999
655,28.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,10,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,دوام كامل,0,60.0
656,23.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,لا,البكالوريوس,نظم المعلومات الحاسوبية,1,غير موظف,تدريب,1,95.19999999999999
657,28.0,0,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,40,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,دوام جزئي,0,80.0
658,24.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,نعم,الدبلوم,علوم حاسب,1,خريج,مفقود,1,90.99999999999999
659,28.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,تجارة الكترونية,1,خريج,مفقود,0,68.5
660,22.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,70.0
661,22.0,1,منطقة مكة المكرمة,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,موظف - طالب,تطوع,0,87.79999999999998
662,21.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,نظم المعلومات,1,موظف,تطوع,0,84.00000000000001
663,28.0,1,منطقة المدينة المنورة,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف - طالب,دوام كامل,0,71.2
664,29.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,لا,البكالوريوس,اتصال استراتيجي,1,موظف,مفقود,1,76.0
665,25.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,19,لا,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,90.0
666,28.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,1,75.6
667,25.0,0,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,هندسة برمجيات,1,موظف,مفقود,0,85.2
668,36.0,1,منطقة الرياض,INFA,تقليدية,متوسط,حضوري,12,نعم,الماجستير,غير متخصص,1,موظف,دوام كامل,0,89.8
669,33.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,برمجة الحاسب المتقدمة,1,موظف,مفقود,0,96.0
670,21.0,0,منطقة عسير,PCRF,مفقود,مفقود,حضوري,25,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,99.60000000000001
671,26.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,لا,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,60.0
672,25.0,1,منطقة المدينة المنورة,CAUF,تقليدية,مبتدئ,حضوري,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,76.75
673,30.0,1,منطقة الرياض,APMR,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,82.5
674,30.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,90.8
675,24.0,0,المنطقة الشرقية,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,تقنية المعلومات,1,خريج,مفقود,0,97.39999999999999
676,34.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,0,87.5
677,30.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,40,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,82.5
678,33.0,1,منطقة الرياض,DTFH,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة صناعية,1,موظف,مفقود,0,75.0
679,32.0,0,منطقة تبوك,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,80.0
680,25.0,0,المنطقة الشرقية,TOSL,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,75.0
681,22.0,1,منطقة عسير,TOSL,مفقود,مفقود,حضوري,33,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,96.6
682,28.0,1,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,أصول التربية,0,موظف,دوام كامل,0,40.0
683,24.0,0,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,احصاء,1,خريج,مفقود,0,72.0
684,23.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,94.39999999999999
685,32.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,لا,البكالوريوس,هندسة ميكانيكية تطبيقية,1,موظف,مفقود,1,57.49999999999999
686,29.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,الدبلوم,برمجة,1,غير موظف,مفقود,1,98.80000000000001
687,34.0,0,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,80.0
688,32.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,80.0
689,23.0,0,منطقة الرياض,APMR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,98.80000000000001
690,23.0,0,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم المعلومات ادارية,1,خريج,مفقود,0,91.75
691,25.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,21,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,44.0
692,23.0,0,المنطقة الشرقية,CAUF,تقليدية,متوسط,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,85.0
693,29.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,59.599999999999994
694,26.0,0,منطقة الرياض,TOSL,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,93.0
695,31.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,English,1,موظف,مفقود,0,74.0
696,44.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,49.800000000000004
697,31.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,1,73.4
698,31.0,0,منطقة الرياض,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,90.0
699,25.0,0,منطقة المدينة المنورة,CAUF,مفقود,مفقود,عن بعد,26,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,87.6
700,32.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,دوام كامل,0,97.0
701,22.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,20,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,70.0
702,21.0,0,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,تقنية معلومات,1,طالب,مفقود,0,79.0
703,32.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,33,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,دوام جزئي,0,88.00000000000001
704,37.0,0,منطقة الرياض,TOSL,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,66.39999999999999
705,32.0,1,منطقة مكة المكرمة,APMR,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,الكيمياء,0,غير موظف,دوام كامل,0,46.0
706,23.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,تقنيه المعلومات,1,خريج,مفقود,0,65.19999999999999
707,25.0,1,منطقة مكة المكرمة,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,غير موظف,مفقود,0,62.8
708,27.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,لا,الدبلوم,هندسة الكترونية,1,غير موظف,مفقود,1,82.75
709,20.0,1,المنطقة الشرقية,APMR,مفقود,مفقود,عن بعد,5,لا,الدبلوم,علوم حاسب,1,موظف,تطوع,1,100.0
710,39.0,1,منطقة الرياض,TOSL,تقليدية,مبتدئ,حضوري,12,نعم,الماجستير,تقنية المعلومات,1,موظف,دوام كامل,0,100.0
711,31.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,60.0
712,30.0,0,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,الماجستير,الامن السيبراني والشبكات,1,موظف,مفقود,0,95.0
713,36.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,47,نعم,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,90.0
714,20.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,47,نعم,البكالوريوس,الجرافيكس والوسائط المتعددة,0,طالب,مفقود,0,93.2
715,23.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,تطوع,1,100.0
716,25.0,0,منطقة المدينة المنورة,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,82.0
717,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,1,98.0
718,25.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
719,20.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,الدبلوم,علوم حاسب,1,خريج,مفقود,0,93.39999999999999
720,30.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,لا,الدبلوم,تسويق ومبيعات,1,غير موظف,مفقود,1,63.6
721,25.0,1,منطقة الرياض,CAUF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,100.0
722,39.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,98.00000000000001
723,23.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,ثانوي,تقنية معلومات,1,خريج,مفقود,1,90.0
724,23.0,1,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,81.4
725,23.0,1,منطقة الرياض,APMR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة حاسب,1,خريج,مفقود,0,84.00000000000001
726,26.0,1,منطقة جازان,INFA,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,المعلوماتية الصحية,1,خريج,مفقود,0,60.0
727,26.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,امن سيبراني,1,موظف,مفقود,0,86.8
728,24.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,عن بعد,26,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,100.0
729,22.0,0,منطقة الرياض,APMR,ناشئة,متقدم,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,طالب,تدريب,0,80.0
730,29.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,تقنية معلومات,1,موظف,مفقود,1,74.2
731,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,99.8
732,27.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,67.0
733,22.0,0,منطقة مكة المكرمة,APMR,مفقود,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,1,99.0
734,34.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,إدارة اعمال,1,خريج,مفقود,0,77.2
735,21.0,0,المنطقة الشرقية,APMR,مفقود,متوسط,عن بعد,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,1,92.89
736,28.0,0,منطقة عسير,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,80.0
737,24.0,0,منطقة الرياض,PCRF,مفقود,متوسط,عن بعد,12,لا,الدبلوم,Beauty,1,موظف,مفقود,1,93.0
738,23.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,90.99999999999999
739,24.0,1,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,الأنظمة,0,موظف - طالب,دوام كامل,0,60.0
740,27.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,98.25
741,25.0,0,منطقة المدينة المنورة,APMR,ناشئة,متوسط,عن بعد,12,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,مفقود,0,86.6
742,25.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,66,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,60.0
743,24.0,0,منطقة تبوك,APMR,تقليدية,متوسط,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
744,22.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,66,نعم,البكالوريوس,علوم حاسب,1,موظف,تدريب,1,97.0
745,28.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,77.0
746,27.0,0,منطقة جازان,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,تدريب,0,60.0
747,27.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,80.0
748,36.0,0,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,الدبلوم,تقنية معلومات,1,موظف,مفقود,0,48.6
749,23.0,1,منطقة مكة المكرمة,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,91.25
750,24.0,1,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,نظم المعلومات الادارية,1,غير موظف,مفقود,0,80.0
